supermarket,date,month,year,product_category,item_count
Morrisons,2023-02-20,2,2023,home,141
ASDA,2023-02-06,2,2023,food_cupboard,310
ASDA,2023-02-11,2,2023,bakery,54
Morrisons,2023-02-22,2,2023,fresh_food,128
Aldi,2023-02-03,2,2023,fresh_food,94
Aldi,2023-02-19,2,2023,food_cupboard,90
Aldi,2023-02-11,2,2023,health_products,12
Aldi,2023-02-22,2,2023,baby_products,6
Aldi,2023-02-03,2,2023,bakery,13
Sains,2023-02-07,2,2023,food_cupboard,318
ASDA,2023-02-24,2,2023,food_cupboard,327
Tesco,2023-02-03,2,2023,fresh_food,191
Morrisons,2023-02-24,2,2023,bakery,21
Aldi,2023-02-16,2,2023,frozen,23
Sains,2023-02-14,2,2023,drinks,164
Sains,2023-02-05,2,2023,drinks,192
Sains,2023-02-24,2,2023,fresh_food,210
Sains,2023-02-28,2,2023,drinks,166
Sains,2023-02-18,2,2023,baby_products,31
ASDA,2023-02-18,2,2023,fresh_food,232
ASDA,2023-02-07,2,2023,drinks,166
Tesco,2023-02-05,2,2023,drinks,148
Tesco,2023-02-28,2,2023,drinks,160
Morrisons,2023-02-20,2,2023,baby_products,49
Morrisons,2023-02-05,2,2023,free-from,19
Aldi,2023-02-24,2,2023,drinks,33
Sains,2023-02-28,2,2023,fresh_food,217
ASDA,2023-02-02,2,2023,household,107
ASDA,2023-02-08,2,2023,home,228
Morrisons,2023-02-16,2,2023,frozen,33
Aldi,2023-02-13,2,2023,fresh_food,101
Aldi,2023-02-03,2,2023,pets,6
Sains,2023-02-06,2,2023,free-from,147
Sains,2023-02-03,2,2023,frozen,30
ASDA,2023-02-21,2,2023,fresh_food,235
ASDA,2023-02-09,2,2023,baby_products,51
ASDA,2023-02-19,2,2023,household,121
ASDA,2023-02-13,2,2023,bakery,43
Tesco,2023-02-13,2,2023,fresh_food,158
Morrisons,2023-02-26,2,2023,bakery,29
Morrisons,2023-02-12,2,2023,pets,38
Aldi,2023-02-07,2,2023,food_cupboard,69
Sains,2023-02-27,2,2023,fresh_food,218
Sains,2023-02-14,2,2023,baby_products,48
ASDA,2023-02-12,2,2023,fresh_food,262
ASDA,2023-02-01,2,2023,household,132
Tesco,2023-02-04,2,2023,home,213
Tesco,2023-02-23,2,2023,food_cupboard,390
Tesco,2023-02-21,2,2023,food_cupboard,309
Tesco,2023-02-12,2,2023,drinks,133
Morrisons,2023-02-09,2,2023,fresh_food,128
ASDA,2023-02-28,2,2023,health_products,232
ASDA,2023-02-11,2,2023,home,206
Tesco,2023-02-11,2,2023,food_cupboard,318
Morrisons,2023-02-10,2,2023,bakery,33
Morrisons,2023-02-14,2,2023,drinks,141
Morrisons,2023-02-28,2,2023,home,156
Sains,2023-02-28,2,2023,pets,52
Sains,2023-02-04,2,2023,bakery,45
ASDA,2023-02-18,2,2023,free-from,43
Morrisons,2023-02-03,2,2023,pets,44
Morrisons,2023-02-05,2,2023,fresh_food,132
Aldi,2023-02-25,2,2023,frozen,25
Aldi,2023-02-06,2,2023,bakery,11
Aldi,2023-02-23,2,2023,free-from,2
Sains,2023-02-18,2,2023,household,103
ASDA,2023-02-24,2,2023,drinks,169
ASDA,2023-02-07,2,2023,baby_products,44
ASDA,2023-02-03,2,2023,frozen,31
Morrisons,2023-02-10,2,2023,pets,46
Morrisons,2023-02-04,2,2023,food_cupboard,230
Morrisons,2023-02-06,2,2023,baby_products,29
Aldi,2023-02-18,2,2023,food_cupboard,75
Aldi,2023-02-04,2,2023,health_products,13
Aldi,2023-02-03,2,2023,baby_products,1
Sains,2023-02-06,2,2023,baby_products,28
Sains,2023-02-08,2,2023,baby_products,34
ASDA,2023-02-16,2,2023,frozen,36
ASDA,2023-02-19,2,2023,frozen,37
ASDA,2023-02-21,2,2023,bakery,47
Morrisons,2023-02-22,2,2023,health_products,169
Sains,2023-02-13,2,2023,free-from,165
Sains,2023-02-09,2,2023,bakery,36
Sains,2023-02-03,2,2023,home,235
Sains,2023-02-09,2,2023,pets,49
ASDA,2023-02-27,2,2023,pets,38
ASDA,2023-02-06,2,2023,household,108
Tesco,2023-02-02,2,2023,drinks,170
Morrisons,2023-02-16,2,2023,fresh_food,127
Morrisons,2023-02-07,2,2023,home,157
Aldi,2023-02-14,2,2023,health_products,15
Aldi,2023-02-13,2,2023,free-from,2
Sains,2023-02-27,2,2023,drinks,163
Morrisons,2023-02-15,2,2023,home,141
Aldi,2023-02-23,2,2023,drinks,32
Aldi,2023-02-17,2,2023,drinks,39
Sains,2023-02-13,2,2023,household,85
Sains,2023-02-09,2,2023,fresh_food,211
Sains,2023-02-25,2,2023,frozen,32
ASDA,2023-02-27,2,2023,home,208
Tesco,2023-02-09,2,2023,baby_products,53
Tesco,2023-02-07,2,2023,baby_products,47
Aldi,2023-02-28,2,2023,drinks,38
Morrisons,2023-02-09,2,2023,frozen,49
Sains,2023-02-02,2,2023,food_cupboard,304
ASDA,2023-02-15,2,2023,bakery,49
Tesco,2023-02-26,2,2023,bakery,47
Tesco,2023-02-07,2,2023,bakery,38
Morrisons,2023-02-27,2,2023,food_cupboard,223
Morrisons,2023-02-08,2,2023,drinks,133
Morrisons,2023-02-13,2,2023,free-from,16
Aldi,2023-02-10,2,2023,bakery,15
Aldi,2023-02-05,2,2023,frozen,39
Aldi,2023-02-06,2,2023,baby_products,4
Aldi,2023-02-13,2,2023,pets,7
Sains,2023-02-02,2,2023,baby_products,35
ASDA,2023-02-10,2,2023,food_cupboard,299
ASDA,2023-02-14,2,2023,food_cupboard,290
Morrisons,2023-02-09,2,2023,baby_products,39
Aldi,2023-02-07,2,2023,household,15
Aldi,2023-02-08,2,2023,household,17
Aldi,2023-02-10,2,2023,pets,5
Sains,2023-02-07,2,2023,free-from,142
Sains,2023-02-02,2,2023,home,215
ASDA,2023-02-10,2,2023,pets,39
Aldi,2023-02-16,2,2023,pets,5
Aldi,2023-02-18,2,2023,household,19
Sains,2023-02-25,2,2023,food_cupboard,293
Sains,2023-02-17,2,2023,bakery,22
ASDA,2023-02-21,2,2023,drinks,179
Tesco,2023-02-03,2,2023,food_cupboard,351
Morrisons,2023-02-06,2,2023,frozen,40
Sains,2023-02-13,2,2023,frozen,35
Sains,2023-02-03,2,2023,baby_products,46
ASDA,2023-02-14,2,2023,drinks,184
ASDA,2023-02-21,2,2023,home,220
Morrisons,2023-02-06,2,2023,food_cupboard,249
Morrisons,2023-02-03,2,2023,food_cupboard,250
Morrisons,2023-02-24,2,2023,free-from,28
Aldi,2023-02-07,2,2023,drinks,27
Sains,2023-02-10,2,2023,home,228
Tesco,2023-02-23,2,2023,frozen,44
Morrisons,2023-02-08,2,2023,home,158
Morrisons,2023-02-26,2,2023,pets,53
Aldi,2023-02-02,2,2023,frozen,21
Sains,2023-02-10,2,2023,food_cupboard,300
Tesco,2023-02-17,2,2023,drinks,159
Tesco,2023-02-06,2,2023,bakery,41
Tesco,2023-02-11,2,2023,pets,41
Morrisons,2023-02-13,2,2023,pets,47
Morrisons,2023-02-28,2,2023,free-from,21
Sains,2023-02-23,2,2023,free-from,140
Sains,2023-02-09,2,2023,health_products,339
Sains,2023-02-05,2,2023,pets,54
Tesco,2023-02-14,2,2023,household,55
Tesco,2023-02-13,2,2023,household,42
Aldi,2023-02-24,2,2023,fresh_food,106
Aldi,2023-02-23,2,2023,frozen,17
Aldi,2023-02-14,2,2023,baby_products,3
ASDA,2023-02-04,2,2023,baby_products,45
ASDA,2023-02-10,2,2023,free-from,40
Tesco,2023-02-28,2,2023,food_cupboard,350
Tesco,2023-02-06,2,2023,fresh_food,181
Morrisons,2023-02-16,2,2023,food_cupboard,213
Morrisons,2023-02-14,2,2023,baby_products,46
Morrisons,2023-02-16,2,2023,household,39
Aldi,2023-02-24,2,2023,health_products,11
Tesco,2023-02-04,2,2023,health_products,222
Morrisons,2023-02-24,2,2023,fresh_food,120
Sains,2023-02-13,2,2023,baby_products,34
ASDA,2023-02-14,2,2023,home,201
Tesco,2023-02-28,2,2023,baby_products,46
Morrisons,2023-02-04,2,2023,drinks,163
Morrisons,2023-02-23,2,2023,food_cupboard,225
Morrisons,2023-02-04,2,2023,free-from,22
Aldi,2023-02-11,2,2023,household,14
Sains,2023-02-18,2,2023,bakery,36
Sains,2023-02-02,2,2023,pets,42
ASDA,2023-02-18,2,2023,baby_products,56
Tesco,2023-02-01,2,2023,baby_products,54
Tesco,2023-02-23,2,2023,household,72
Sains,2023-02-15,2,2023,food_cupboard,298
Sains,2023-02-15,2,2023,fresh_food,211
ASDA,2023-02-25,2,2023,health_products,233
ASDA,2023-02-25,2,2023,frozen,29
ASDA,2023-02-03,2,2023,pets,46
ASDA,2023-02-17,2,2023,frozen,35
Tesco,2023-02-23,2,2023,baby_products,60
Tesco,2023-02-01,2,2023,pets,38
Tesco,2023-02-04,2,2023,bakery,40
Morrisons,2023-02-23,2,2023,frozen,47
Morrisons,2023-02-05,2,2023,bakery,22
Aldi,2023-02-15,2,2023,bakery,13
Aldi,2023-02-04,2,2023,bakery,10
Aldi,2023-02-04,2,2023,pets,8
ASDA,2023-02-05,2,2023,fresh_food,252
Morrisons,2023-02-09,2,2023,home,154
Aldi,2023-02-17,2,2023,household,19
ASDA,2023-02-04,2,2023,fresh_food,223
ASDA,2023-02-11,2,2023,fresh_food,226
ASDA,2023-02-03,2,2023,household,115
ASDA,2023-02-09,2,2023,bakery,60
Tesco,2023-02-18,2,2023,home,200
Aldi,2023-02-02,2,2023,baby_products,8
Sains,2023-02-09,2,2023,household,100
Morrisons,2023-02-25,2,2023,frozen,42
Morrisons,2023-02-21,2,2023,food_cupboard,214
Morrisons,2023-02-05,2,2023,pets,48
Aldi,2023-02-20,2,2023,pets,8
Aldi,2023-02-05,2,2023,drinks,33
Sains,2023-02-22,2,2023,home,217
Sains,2023-02-25,2,2023,free-from,183
ASDA,2023-02-20,2,2023,pets,47
ASDA,2023-02-24,2,2023,pets,41
Tesco,2023-02-22,2,2023,frozen,38
Tesco,2023-02-23,2,2023,bakery,41
Tesco,2023-02-06,2,2023,household,50
Morrisons,2023-02-25,2,2023,food_cupboard,206
Morrisons,2023-02-16,2,2023,home,171
Morrisons,2023-02-03,2,2023,free-from,22
Aldi,2023-02-15,2,2023,frozen,23
Aldi,2023-02-19,2,2023,free-from,2
Sains,2023-02-27,2,2023,food_cupboard,279
Sains,2023-02-21,2,2023,drinks,159
Sains,2023-02-15,2,2023,bakery,34
ASDA,2023-02-27,2,2023,baby_products,41
ASDA,2023-02-19,2,2023,drinks,192
ASDA,2023-02-17,2,2023,drinks,186
ASDA,2023-02-04,2,2023,health_products,237
Tesco,2023-02-13,2,2023,food_cupboard,297
Tesco,2023-02-25,2,2023,pets,48
Aldi,2023-02-09,2,2023,bakery,14
Sains,2023-02-10,2,2023,free-from,154
ASDA,2023-02-26,2,2023,free-from,33
Morrisons,2023-02-26,2,2023,baby_products,37
Aldi,2023-02-09,2,2023,food_cupboard,74
Aldi,2023-02-21,2,2023,fresh_food,93
Aldi,2023-02-19,2,2023,baby_products,4
Sains,2023-02-12,2,2023,food_cupboard,304
Sains,2023-02-24,2,2023,health_products,328
Sains,2023-02-17,2,2023,frozen,43
ASDA,2023-02-22,2,2023,household,110
Tesco,2023-02-24,2,2023,health_products,243
Tesco,2023-02-21,2,2023,pets,49
Sains,2023-02-27,2,2023,free-from,148
Sains,2023-02-12,2,2023,home,211
Sains,2023-02-25,2,2023,pets,49
Sains,2023-02-09,2,2023,frozen,36
ASDA,2023-02-25,2,2023,baby_products,36
ASDA,2023-02-05,2,2023,bakery,59
Tesco,2023-02-08,2,2023,drinks,155
Tesco,2023-02-13,2,2023,health_products,204
Aldi,2023-02-10,2,2023,health_products,17
Sains,2023-02-28,2,2023,bakery,23
ASDA,2023-02-05,2,2023,health_products,221
ASDA,2023-02-13,2,2023,free-from,47
ASDA,2023-02-21,2,2023,frozen,31
Tesco,2023-02-21,2,2023,frozen,48
Morrisons,2023-02-04,2,2023,fresh_food,131
Aldi,2023-02-22,2,2023,food_cupboard,74
Aldi,2023-02-08,2,2023,health_products,8
Aldi,2023-02-22,2,2023,pets,5
Aldi,2023-02-20,2,2023,health_products,14
Sains,2023-02-14,2,2023,free-from,171
ASDA,2023-02-15,2,2023,frozen,39
ASDA,2023-02-28,2,2023,free-from,46
Tesco,2023-02-28,2,2023,home,198
Tesco,2023-02-16,2,2023,home,200
Sains,2023-02-03,2,2023,fresh_food,189
ASDA,2023-02-18,2,2023,drinks,181
ASDA,2023-02-06,2,2023,pets,44
Tesco,2023-02-15,2,2023,fresh_food,193
Morrisons,2023-02-02,2,2023,fresh_food,117
Morrisons,2023-02-05,2,2023,home,139
Sains,2023-02-02,2,2023,frozen,45
Sains,2023-02-16,2,2023,bakery,34
ASDA,2023-02-07,2,2023,fresh_food,240
Tesco,2023-02-24,2,2023,baby_products,55
Tesco,2023-02-22,2,2023,pets,47
Tesco,2023-02-26,2,2023,pets,30
Morrisons,2023-02-01,2,2023,household,49
Aldi,2023-02-03,2,2023,frozen,28
ASDA,2023-02-14,2,2023,household,123
ASDA,2023-02-13,2,2023,food_cupboard,265
ASDA,2023-02-10,2,2023,drinks,190
ASDA,2023-02-12,2,2023,home,185
ASDA,2023-02-09,2,2023,pets,49
ASDA,2023-02-12,2,2023,frozen,39
Tesco,2023-02-05,2,2023,household,57
ASDA,2023-02-08,2,2023,frozen,29
Tesco,2023-02-07,2,2023,health_products,231
Tesco,2023-02-08,2,2023,pets,45
Tesco,2023-02-02,2,2023,pets,30
Morrisons,2023-02-25,2,2023,fresh_food,129
Aldi,2023-02-08,2,2023,frozen,22
Aldi,2023-02-06,2,2023,fresh_food,91
Sains,2023-02-16,2,2023,free-from,163
Sains,2023-02-06,2,2023,home,213
Sains,2023-02-18,2,2023,pets,52
ASDA,2023-02-27,2,2023,free-from,46
ASDA,2023-02-05,2,2023,household,111
ASDA,2023-02-08,2,2023,health_products,225
ASDA,2023-02-09,2,2023,health_products,229
ASDA,2023-02-05,2,2023,drinks,185
Tesco,2023-02-23,2,2023,drinks,159
Morrisons,2023-02-27,2,2023,bakery,24
Morrisons,2023-02-17,2,2023,fresh_food,135
Morrisons,2023-02-08,2,2023,bakery,24
ASDA,2023-02-06,2,2023,fresh_food,230
Tesco,2023-02-17,2,2023,health_products,233
Tesco,2023-02-09,2,2023,drinks,166
Morrisons,2023-02-02,2,2023,food_cupboard,251
Morrisons,2023-02-13,2,2023,household,55
Morrisons,2023-02-15,2,2023,drinks,146
Aldi,2023-02-13,2,2023,frozen,33
ASDA,2023-02-23,2,2023,drinks,173
ASDA,2023-02-15,2,2023,home,220
ASDA,2023-02-14,2,2023,frozen,31
Aldi,2023-02-02,2,2023,household,16
Sains,2023-02-27,2,2023,household,97
Sains,2023-02-12,2,2023,pets,64
ASDA,2023-02-27,2,2023,health_products,238
Tesco,2023-02-01,2,2023,home,200
Tesco,2023-02-26,2,2023,health_products,243
Tesco,2023-02-27,2,2023,drinks,165
Morrisons,2023-02-10,2,2023,drinks,143
Morrisons,2023-02-21,2,2023,fresh_food,141
Morrisons,2023-02-22,2,2023,baby_products,34
Morrisons,2023-02-18,2,2023,household,54
Aldi,2023-02-23,2,2023,bakery,16
Aldi,2023-02-28,2,2023,health_products,14
Aldi,2023-02-02,2,2023,free-from,3
Aldi,2023-02-10,2,2023,household,17
Aldi,2023-02-04,2,2023,free-from,2
Sains,2023-02-02,2,2023,free-from,145
Sains,2023-02-13,2,2023,drinks,134
Morrisons,2023-02-11,2,2023,drinks,174
Morrisons,2023-02-08,2,2023,baby_products,32
Aldi,2023-02-01,2,2023,pets,9
Sains,2023-02-17,2,2023,home,224
ASDA,2023-02-07,2,2023,health_products,230
ASDA,2023-02-03,2,2023,baby_products,42
Tesco,2023-02-15,2,2023,food_cupboard,318
Morrisons,2023-02-03,2,2023,drinks,153
Morrisons,2023-02-07,2,2023,fresh_food,141
Morrisons,2023-02-12,2,2023,free-from,20
Aldi,2023-02-14,2,2023,household,13
ASDA,2023-02-08,2,2023,household,128
ASDA,2023-02-17,2,2023,free-from,26
Tesco,2023-02-03,2,2023,pets,46
Tesco,2023-02-21,2,2023,baby_products,39
Sains,2023-02-13,2,2023,health_products,333
Sains,2023-02-19,2,2023,health_products,319
Sains,2023-02-11,2,2023,free-from,149
ASDA,2023-02-08,2,2023,food_cupboard,298
ASDA,2023-02-16,2,2023,drinks,165
ASDA,2023-02-13,2,2023,pets,39
Morrisons,2023-02-03,2,2023,bakery,20
Morrisons,2023-02-14,2,2023,fresh_food,120
Aldi,2023-02-04,2,2023,food_cupboard,59
ASDA,2023-02-17,2,2023,fresh_food,247
ASDA,2023-02-13,2,2023,baby_products,50
Morrisons,2023-02-17,2,2023,health_products,163
Morrisons,2023-02-05,2,2023,household,39
Sains,2023-02-26,2,2023,pets,50
ASDA,2023-02-13,2,2023,fresh_food,238
ASDA,2023-02-16,2,2023,fresh_food,258
ASDA,2023-02-26,2,2023,food_cupboard,319
Tesco,2023-02-13,2,2023,drinks,171
Tesco,2023-02-02,2,2023,baby_products,44
Tesco,2023-02-16,2,2023,household,63
Aldi,2023-02-14,2,2023,bakery,13
Aldi,2023-02-16,2,2023,drinks,42
Aldi,2023-02-05,2,2023,free-from,1
Sains,2023-02-04,2,2023,drinks,161
Sains,2023-02-28,2,2023,free-from,177
Sains,2023-02-10,2,2023,frozen,32
ASDA,2023-02-16,2,2023,free-from,34
Morrisons,2023-02-10,2,2023,frozen,52
Morrisons,2023-02-22,2,2023,home,145
Morrisons,2023-02-20,2,2023,pets,43
Aldi,2023-02-10,2,2023,baby_products,7
Aldi,2023-02-01,2,2023,baby_products,1
Tesco,2023-02-12,2,2023,home,193
Morrisons,2023-02-21,2,2023,pets,51
Aldi,2023-02-23,2,2023,food_cupboard,70
Sains,2023-02-21,2,2023,baby_products,37
ASDA,2023-02-17,2,2023,bakery,42
Tesco,2023-02-12,2,2023,household,65
Tesco,2023-02-16,2,2023,drinks,154
Aldi,2023-02-11,2,2023,fresh_food,101
Aldi,2023-02-24,2,2023,food_cupboard,71
Sains,2023-02-23,2,2023,health_products,306
ASDA,2023-02-01,2,2023,food_cupboard,286
ASDA,2023-02-21,2,2023,food_cupboard,299
ASDA,2023-02-01,2,2023,bakery,35
Tesco,2023-02-18,2,2023,health_products,260
Morrisons,2023-02-02,2,2023,bakery,26
Morrisons,2023-02-12,2,2023,food_cupboard,247
Morrisons,2023-02-27,2,2023,drinks,139
Morrisons,2023-02-19,2,2023,household,43
Aldi,2023-02-24,2,2023,pets,2
Sains,2023-02-26,2,2023,health_products,303
ASDA,2023-02-04,2,2023,free-from,30
Morrisons,2023-02-10,2,2023,food_cupboard,246
Morrisons,2023-02-22,2,2023,pets,39
ASDA,2023-02-12,2,2023,free-from,42
ASDA,2023-02-27,2,2023,frozen,35
Tesco,2023-02-14,2,2023,bakery,28
Morrisons,2023-02-23,2,2023,drinks,136
Morrisons,2023-02-13,2,2023,food_cupboard,231
Morrisons,2023-02-10,2,2023,home,159
Aldi,2023-02-15,2,2023,drinks,31
Aldi,2023-02-19,2,2023,pets,6
Sains,2023-02-17,2,2023,baby_products,23
ASDA,2023-02-10,2,2023,fresh_food,235
Tesco,2023-02-27,2,2023,food_cupboard,326
Tesco,2023-02-17,2,2023,frozen,53
Aldi,2023-02-06,2,2023,food_cupboard,78
Sains,2023-02-23,2,2023,drinks,177
Tesco,2023-02-24,2,2023,home,219
Tesco,2023-02-17,2,2023,home,179
Morrisons,2023-02-02,2,2023,health_products,159
Sains,2023-02-06,2,2023,household,99
Tesco,2023-02-23,2,2023,health_products,221
Tesco,2023-02-18,2,2023,drinks,159
Tesco,2023-02-16,2,2023,pets,46
Morrisons,2023-02-26,2,2023,fresh_food,127
Sains,2023-02-08,2,2023,home,245
ASDA,2023-02-04,2,2023,home,211
ASDA,2023-02-22,2,2023,frozen,21
Morrisons,2023-02-02,2,2023,home,163
Aldi,2023-02-26,2,2023,frozen,29
Aldi,2023-02-26,2,2023,food_cupboard,60
Aldi,2023-02-12,2,2023,free-from,2
Sains,2023-02-02,2,2023,drinks,162
Sains,2023-02-01,2,2023,drinks,134
ASDA,2023-02-05,2,2023,baby_products,41
Tesco,2023-02-08,2,2023,bakery,35
Tesco,2023-02-15,2,2023,pets,37
Morrisons,2023-02-01,2,2023,food_cupboard,229
Morrisons,2023-02-17,2,2023,pets,40
Morrisons,2023-02-18,2,2023,home,148
Morrisons,2023-02-15,2,2023,frozen,51
Sains,2023-02-27,2,2023,home,217
Sains,2023-02-02,2,2023,health_products,338
Sains,2023-02-21,2,2023,free-from,151
Sains,2023-02-19,2,2023,household,109
Sains,2023-02-06,2,2023,pets,54
Sains,2023-02-22,2,2023,bakery,26
ASDA,2023-02-24,2,2023,health_products,245
ASDA,2023-02-17,2,2023,household,114
Tesco,2023-02-20,2,2023,food_cupboard,355
Morrisons,2023-02-19,2,2023,home,143
Aldi,2023-02-04,2,2023,drinks,38
ASDA,2023-02-09,2,2023,drinks,179
Tesco,2023-02-04,2,2023,baby_products,51
Sains,2023-02-05,2,2023,household,100
Sains,2023-02-22,2,2023,health_products,300
Tesco,2023-02-25,2,2023,food_cupboard,325
Tesco,2023-02-15,2,2023,health_products,273
Tesco,2023-02-06,2,2023,food_cupboard,344
Morrisons,2023-02-04,2,2023,health_products,175
Morrisons,2023-02-04,2,2023,frozen,45
Morrisons,2023-02-11,2,2023,home,167
Aldi,2023-02-22,2,2023,bakery,12
Sains,2023-02-16,2,2023,fresh_food,226
Sains,2023-02-19,2,2023,home,235
Tesco,2023-02-02,2,2023,bakery,42
Morrisons,2023-02-07,2,2023,bakery,19
Morrisons,2023-02-22,2,2023,bakery,26
Morrisons,2023-02-21,2,2023,free-from,28
Morrisons,2023-02-27,2,2023,free-from,11
Aldi,2023-02-26,2,2023,fresh_food,115
Aldi,2023-02-12,2,2023,food_cupboard,78
Aldi,2023-02-27,2,2023,free-from,1
Tesco,2023-02-24,2,2023,fresh_food,190
Tesco,2023-02-06,2,2023,health_products,215
Morrisons,2023-02-19,2,2023,baby_products,29
Morrisons,2023-02-17,2,2023,free-from,11
Morrisons,2023-02-27,2,2023,pets,45
Aldi,2023-02-07,2,2023,frozen,33
Aldi,2023-02-01,2,2023,bakery,7
ASDA,2023-02-22,2,2023,drinks,182
Morrisons,2023-02-17,2,2023,bakery,33
Morrisons,2023-02-15,2,2023,health_products,168
Tesco,2023-02-27,2,2023,household,51
Tesco,2023-02-18,2,2023,fresh_food,188
Aldi,2023-02-09,2,2023,baby_products,7
Aldi,2023-02-07,2,2023,pets,4
Sains,2023-02-11,2,2023,home,212
Sains,2023-02-15,2,2023,drinks,178
ASDA,2023-02-26,2,2023,fresh_food,239
ASDA,2023-02-17,2,2023,pets,31
Morrisons,2023-02-26,2,2023,health_products,170
Morrisons,2023-02-05,2,2023,health_products,151
Morrisons,2023-02-18,2,2023,frozen,47
Morrisons,2023-02-17,2,2023,drinks,128
Morrisons,2023-02-09,2,2023,free-from,29
Morrisons,2023-02-13,2,2023,fresh_food,114
Morrisons,2023-02-09,2,2023,bakery,16
Aldi,2023-02-22,2,2023,household,8
Sains,2023-02-04,2,2023,baby_products,37
Sains,2023-02-12,2,2023,free-from,159
ASDA,2023-02-10,2,2023,bakery,35
Morrisons,2023-02-10,2,2023,fresh_food,116
Morrisons,2023-02-04,2,2023,baby_products,45
Aldi,2023-02-24,2,2023,frozen,27
Sains,2023-02-15,2,2023,health_products,326
Sains,2023-02-03,2,2023,pets,43
Sains,2023-02-20,2,2023,baby_products,45
Morrisons,2023-02-09,2,2023,pets,53
Aldi,2023-02-03,2,2023,drinks,41
Aldi,2023-02-11,2,2023,bakery,16
Sains,2023-02-24,2,2023,free-from,155
Sains,2023-02-18,2,2023,home,216
Sains,2023-02-24,2,2023,pets,49
ASDA,2023-02-11,2,2023,drinks,153
Tesco,2023-02-25,2,2023,fresh_food,177
Tesco,2023-02-02,2,2023,home,246
Tesco,2023-02-14,2,2023,fresh_food,197
Morrisons,2023-02-21,2,2023,baby_products,39
Aldi,2023-02-27,2,2023,bakery,10
Aldi,2023-02-14,2,2023,free-from,1
Sains,2023-02-17,2,2023,household,91
Sains,2023-02-06,2,2023,fresh_food,209
Tesco,2023-02-17,2,2023,food_cupboard,319
Tesco,2023-02-26,2,2023,fresh_food,157
Tesco,2023-02-09,2,2023,bakery,44
Tesco,2023-02-28,2,2023,frozen,48
Morrisons,2023-02-19,2,2023,drinks,112
Sains,2023-02-25,2,2023,fresh_food,203
Sains,2023-02-15,2,2023,free-from,145
Sains,2023-02-11,2,2023,frozen,49
ASDA,2023-02-28,2,2023,bakery,47
ASDA,2023-02-06,2,2023,frozen,28
ASDA,2023-02-23,2,2023,bakery,45
Tesco,2023-02-27,2,2023,baby_products,57
Morrisons,2023-02-22,2,2023,frozen,43
Morrisons,2023-02-20,2,2023,bakery,20
Aldi,2023-02-27,2,2023,drinks,41
Aldi,2023-02-09,2,2023,health_products,18
Aldi,2023-02-17,2,2023,health_products,15
Aldi,2023-02-12,2,2023,baby_products,4
Aldi,2023-02-21,2,2023,free-from,3
Sains,2023-02-27,2,2023,baby_products,39
ASDA,2023-02-25,2,2023,household,134
ASDA,2023-02-22,2,2023,fresh_food,215
ASDA,2023-02-03,2,2023,free-from,48
Tesco,2023-02-28,2,2023,health_products,228
Tesco,2023-02-27,2,2023,fresh_food,195
Morrisons,2023-02-23,2,2023,health_products,191
Morrisons,2023-02-09,2,2023,drinks,144
Aldi,2023-02-07,2,2023,fresh_food,84
Sains,2023-02-26,2,2023,food_cupboard,325
Sains,2023-02-07,2,2023,pets,51
ASDA,2023-02-10,2,2023,baby_products,50
ASDA,2023-02-02,2,2023,fresh_food,222
ASDA,2023-02-20,2,2023,household,116
ASDA,2023-02-01,2,2023,baby_products,47
Tesco,2023-02-04,2,2023,frozen,59
Tesco,2023-02-15,2,2023,household,51
Tesco,2023-02-20,2,2023,baby_products,43
Morrisons,2023-02-11,2,2023,food_cupboard,219
Aldi,2023-02-27,2,2023,health_products,13
Aldi,2023-02-18,2,2023,health_products,17
Sains,2023-02-11,2,2023,fresh_food,217
Sains,2023-02-04,2,2023,health_products,317
Tesco,2023-02-16,2,2023,food_cupboard,346
Morrisons,2023-02-09,2,2023,health_products,166
Sains,2023-02-24,2,2023,household,95
ASDA,2023-02-17,2,2023,food_cupboard,306
ASDA,2023-02-24,2,2023,fresh_food,242
Tesco,2023-02-18,2,2023,bakery,33
Morrisons,2023-02-18,2,2023,health_products,155
Morrisons,2023-02-06,2,2023,free-from,20
Sains,2023-02-01,2,2023,frozen,35
Sains,2023-02-26,2,2023,bakery,31
Sains,2023-02-04,2,2023,home,230
ASDA,2023-02-03,2,2023,bakery,49
Morrisons,2023-02-25,2,2023,pets,39
Aldi,2023-02-20,2,2023,bakery,10
Aldi,2023-02-09,2,2023,drinks,38
ASDA,2023-02-23,2,2023,baby_products,36
Aldi,2023-02-03,2,2023,household,15
Aldi,2023-02-28,2,2023,free-from,2
Sains,2023-02-13,2,2023,home,238
Sains,2023-02-23,2,2023,food_cupboard,309
Tesco,2023-02-03,2,2023,health_products,207
Tesco,2023-02-10,2,2023,baby_products,59
Tesco,2023-02-11,2,2023,baby_products,54
Tesco,2023-02-21,2,2023,bakery,26
Tesco,2023-02-28,2,2023,household,50
Morrisons,2023-02-18,2,2023,fresh_food,135
Morrisons,2023-02-26,2,2023,frozen,33
Aldi,2023-02-04,2,2023,household,19
Aldi,2023-02-16,2,2023,household,13
Aldi,2023-02-03,2,2023,free-from,3
Sains,2023-02-26,2,2023,fresh_food,190
Sains,2023-02-18,2,2023,drinks,166
Sains,2023-02-26,2,2023,drinks,142
ASDA,2023-02-02,2,2023,health_products,249
